ID_Intervention,Date,ID_Machine,Type_Panne,Duree_Arret_h,Technicien,Pieces_Changees
INT-02416,2024-05-24,CVY-003,Vibrations Anormales,39.25,Nicolas Michel,Câble 3G2.5
INT-02417,2024-11-04,CMP-005,Panne Électrique,4.75,Marie Simon,Electrovanne 5/2
INT-02418,2024-02-01,MOT-010,Usure Normale,6.50,A. PETIT,Huile ISO VG 68
INT-02419,2024-11-17,CMP-010,Défaut Lubrification,48.75,Thomas Laurent,"Joint torique NBR 40x3, Electrovanne 5/2"
INT-02420,2024-11-23,CVY-010,Panne Électrique,23.00,Julie Moreau,Filtre hydraulique HF35
INT-02421,2024-12-05,MOT-001,Vibration Anormale,10.75,Julie Moreau,Fusible 10A
INT-02422,2024-10-09,CVY-008,Panne Hydraulique,9 heures 45 min,Sophie Bernard,Joint torique NBR 40x3
INT-02423,2024-12-24,CMP-008,Panne Pneumatique,31.00,T.Laurent,Variateur ATV320
INT-02424,2024-03-08,PMP-002,Panne Électrique,22:45,Céline Lefebvre,
INT-02425,2024-07-13,PMP-006,Vibrations Anormales,11.75,Martin Dupont,Electrovanne 5/2 / Disjoncteur C16
INT-02426,2024-01-13,CMP-003,Défaut Lubrification,26.75,Celine Lefebvre,Roulement SKF 6205
INT-02427,2024-10-08,PMP-003,PANNE HYDRAULIQUE,36.00,Alexandre Petit,Vérin pneumatique ISO 6432
INT-02428,2024-06-11,CVY-008,Fuite,26.25,Thomas Laurent,Câble 3G2.5
INT-02429,2024-05-26,PMP-010,Panne Pneumatique,45.25,Sophie Bernard,Relais temporisé
INT-02430,2024-04-29,CVY-001,Usure Normale,35.75,T.Laurent,"Fusible 10A, Joint torique NBR 40x3"
INT-02431,2024-12-10,MOT-005,Panne Pneumatique,11.00,Isabelle Garcia,Joint torique NBR 40x3
INT-02432,2024-04-07,CNC-009,Fuite,2.50,Alexandre Petit,Graisse lithium NLGI 2
INT-02433,2024-10-27,PMP-003,Panne Hydraulique,41.75,M. Dupont,"Courroie HTD 800-8M, Fusible 10A, Vérin pneumatique ISO 6432"
INT-02434,2024-10-09,CVY-010,Vibrations Anormales,14.50,Pierre Rodriguez,"Roulement SKF 6205, Vérin pneumatique ISO 6432"
INT-02435,2024-04-06,CMP-001,Usure Normale,0.00,Julie Moreau,N/A
INT-02436,2024-04-03,PMP-007,Fuite,2.00,I. Garcia,Filtre hydraulique HF35
INT-02437,2024-04-13,CVY-009,Fuite,34 heures 15 min,Martin Dupont,-
INT-02438,2024-12-03,CMP-001,Panne Hydraulique,35.25,S.Bernard,Huile ISO VG 68
INT-02439,2024-02-05,CNC-001,Panne Électrique,44.25,Marie Simon,"Electrovanne 5/2, Fusible 10A, Courroie HTD 800-8M"
INT-02440,2024-08-30,CVY-009,Surchauffe,27.00,Julie Moreau,Contacteur LC1D09
INT-02441,2024-02-01,CNC-010,Panne Électrique,8:30,Pierre Rodriguez,Fusible 10A
INT-02442,2024-02-29,CVY-008,Défaut Lubrification,27.50,Céline Lefebvre,Relais temporisé
INT-02443,2024-12-25,CNC-007,Panne Électrique,46.00,Alexandre Petit,Contacteur LC1D09
INT-02444,2024-02-10,CVY-001,Défaut Capteur,5.8,Nicolas Michel,"Huile ISO VG 68, Joint torique NBR 40x3"
INT-02445,2024-01-13,MOT-010,Panne Électrique,34.50,Céline Lefebvre,Contacteur LC1D09
INT-02446,2024-09-16,PMP-007,Panne Électrique,9.25,Julie Moreau,"Graisse lithium NLGI 2, Relais temporisé"
INT-02447,2024-06-11,CMP-006,Défaut Capteur,7.75,Marie Simon,"Fusible 10A, Relais temporisé"
INT-02448,2024-11-25,MOT-005,Panne Pneumatique,25.00,julie moreau,"Electrovanne 5/2, Capteur inductif M12"
INT-02449,2024-07-26,CMP-008,PANNE HYDRAULIQUE,26.25,Alexandre Petit,"Contacteur LC1D09, Variateur ATV320"
INT-02450,2024-05-24,PMP-005,Défaut Capteur,39.00,Céline Lefebvre,Filtre hydraulique HF35
INT-02451,2024-01-31,CMP-007,Usure Normale,33.25,Céline Lefebvre,Courroie HTD 800-8M
INT-02452,2024-10-28,CNC-009,Surchauffe,21.75,Isabelle Garcia,-
INT-02453,2024-05-10,MOT-001,Surchauffe,15.75,Marie Simon,Contacteur LC1D09
INT-02454,2024-09-27,MOT-006,Usure Normale,13.50,T.Laurent,Courroie HTD 800-8M
INT-02455,2024-07-29,MOT-010,Surchauffe,7.50,Isabelle Garcia,Variateur ATV320
INT-02456,2024-05-29,CVY-010,Défaut Lubrification,41.75,Martin Dupont,Fusible 10A
INT-02457,2024-09-15,CNC-002,Panne Mecanique,32.25,Marie Simon,Capteur inductif M12
INT-02458,2024-06-30,CMP-002,Usure Normale,23.00,Thomas Laurent,Relais temporisé
INT-02459,2024-07-18,CNC-007,,15.00,Sophie Bernard,"Joint torique NBR 40x3, Electrovanne 5/2, Câble 3G2.5"
INT-02460,2024-01-03,CNC-010,PANNE HYDRAULIQUE,2.25,S.Bernard,"Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-02461,2024-02-16,CNC-007,Fuite,15 heures 15 min,Isabelle Garcia,"Electrovanne 5/2, Câble 3G2.5"
INT-02462,2024-09-06,PMP-001,Panne Pneumatique,44.75,Céline Lefebvre,N/A
INT-02463,2024-08-24,PMP-009,,41.50,Thomas Laurent,"Huile ISO VG 68, Câble 3G2.5"
INT-02464,2024-11-24,PMP-009,Défaut Lubrification,34.50,Isabelle Garcia,Joint torique NBR 40x3
INT-02465,2024-01-20,PMP-002,Panne Pneumatique,18.50,Celine Lefebvre,Electrovanne 5/2
INT-02466,2024-01-04,CNC-001,Surchauffe,32.50,Julie Moreau,Aucune
INT-02467,2024-09-20,PMP-003,Usure Normale,8h30,Isabelle Garcia,Relais temporisé
INT-02468,2024-02-06,PMP-010,Panne Pneumatique,32.75,Thomas Laurent,Aucune
INT-02469,2024-05-23,MOT-010,Surchauffe,12.25,Pierre Rodriguez,Roulement SKF 6205
INT-02470,10.08.2024,PMP-005,Panne Hydraulique,43.25,Sophie Bernard,Capteur inductif M12
INT-02471,2024-01-01,CMP-009,Défaut Lubrification,3.75,Alexandre Petit,Variateur ATV320
INT-02472,2024-11-07,CMP-002,Défaut Capteur,0.00,Thomas Laurent,"Roulement SKF 6205, Fusible 10A"
INT-02473,2024-08-28,CNC-002,,21.00,Alexandre Petit,"Joint torique NBR 40x3, Disjoncteur C16"
INT-02474,2024-09-11,CVY-009,PANNE HYDRAULIQUE,20.00,Alexandre Petit,Graisse lithium NLGI 2
INT-02475,2024-11-24,CVY-006,Panne Pneumatique,45h00,Julie Moreau,Contacteur LC1D09
INT-02476,2024-03-27,CNC-007,Panne Pneumatique,15.75,Marie Simon,Capteur inductif M12
INT-02477,2024-11-05,PMP-001,panne pneumatique,48.25,Sophie Bernard,
INT-02478,24/03/2024,PMP-008,Panne Électrique,25.75,Julie Moreau,Relais temporisé
INT-02479,2024-04-11,PMP-002,Défaut Capteur,16.25,Marie Simon,"Filtre hydraulique HF35, Electrovanne 5/2"
INT-02480,2024-10-25,CNC-001,Fuite,17.75,Thomas Laurent,N/A
INT-02481,2024-06-12,MOT-005,Panne Pneumatique,40.75,Celine Lefebvre,"Courroie HTD 800-8M, Disjoncteur C16, Fusible 10A"
INT-02482,2024-01-26,PMP-001,Usure Normale,7.75,Pierre Rodriguez,"Variateur ATV320, Graisse lithium NLGI 2"
INT-02483,2024-11-24,PMP-004,Panne Pneumatique,48.50,Sophie Bernard,Joint torique NBR 40x3
INT-02484,2024-04-11,MOT-002,Défaut Lubrification,5.50,Céline Lefebvre,Vérin pneumatique ISO 6432
INT-02485,2024-04-22,MOT-009,Défaut Capteur,2.00,Isabelle Garcia,Fusible 10A
INT-02486,2024-08-04,PMP-010,Surchauffe,38.50,Isabelle Garcia,"Disjoncteur C16, Relais temporisé, Huile ISO VG 68"
INT-02487,16.01.2024,PMP-004,Vibration Anormale,20.75,Julie Moreau,"Graisse lithium NLGI 2, Huile ISO VG 68"
INT-02488,2024-07-06,PMP-001,Défaut Lubrification,14.50,Isabelle Garcia,Contacteur LC1D09
INT-02489,2024-09-16,CMP-003,Vibrations Anormales,43.50,N.Michel,"Variateur ATV320, Vérin pneumatique ISO 6432"
INT-02490,2024-10-15,CMP-005,panne pneumatique,37.25,Julie Moreau,"Filtre hydraulique HF35, Relais temporisé"
INT-02491,26.12.2024,CMP-004,Panne Électrique,28.75,Nicolas Michel,"Contacteur LC1D09, Courroie HTD 800-8M"
INT-02492,2024-06-22,MOT-008,Vibrations Anormales,23.00,Sophie Bernard,-
INT-02493,2024-11-09,PMP-006,Panne Hydraulique,29.00,Nicolas Michel,Vérin pneumatique ISO 6432
INT-02494,2024-08-20,CVY-008,Vibrations Anormales,40.75,Alexandre Petit,"Huile ISO VG 68, Fusible 10A"
INT-02495,2024-02-06,PMP-010,Panne Electrique,26.50,M. Dupont,Contacteur LC1D09
INT-02496,2024-01-28,CNC-008,Panne Pneumatique,28.75,Marie Simon,"Disjoncteur C16, Courroie HTD 800-8M"
INT-02497,2024-04-04,CNC-010,Panne Pneumatique,35.50,Thomas Laurent,"Roulement SKF 6205, Courroie HTD 800-8M"
INT-02498,30-10-2024,CNC-003,Fuite,28.75,Thomas Laurent,"Capteur inductif M12, Disjoncteur C16"
INT-02499,2024-02-08,PMP-003,Surchauffe,35.75,Martin Dupont,"Vérin pneumatique ISO 6432, Roulement SKF 6205"
INT-02500,2024-01-08,CNC-002,Défaut Capteur,38.50,Marie Simon,Huile ISO VG 68
INT-02501,2024-04-14,CNC-002,Panne Pneumatique,37.25,Marie Simon,Fusible 10A
INT-02502,2024-11-15,CMP-001,Surchauffe,36.50,Pierre Rodriguez,Filtre hydraulique HF35
INT-02503,2024-04-09,MOT-001,Surchauffe,26.50,Julie Moreau,Joint torique NBR 40x3
INT-02504,2024-06-13,CNC-005,Surchauffe,46.75,Isabelle Garcia,-
INT-02505,2024-12-22,CVY-002,Panne Électrique,19.50,Marie SIMON,Filtre hydraulique HF35
INT-02506,2024-12-18,PMP-004,Panne Électrique,5.75,Pierre Rodriguez,Relais temporisé
INT-02507,2024-11-05,CNC-006,Défaut Lubrification,16.25,Thomas Laurent,"Graisse lithium NLGI 2, Roulement SKF 6205"
INT-02508,2024-08-21,CVY-003,Panne Électrique,32.75,Isabelle Garcia,"Contacteur LC1D09, Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-02509,2024-05-12,CMP-009,Panne Mécanique,37.50,Celine Lefebvre,Electrovanne 5/2
INT-02510,2024-10-27,CVY-004,Panne Électrique,16.50,Julie Moreau,"Contacteur LC1D09, Variateur ATV320, Electrovanne 5/2"
INT-02511,2024-08-24,CMP-007,Vibrations Anormales,28.25,Alexandre Petit,"Graisse lithium NLGI 2, Fusible 10A"
INT-02512,2024-12-30,CNC-005,Surchauffe,32.25,Alexandre Petit,"Fusible 10A, Vérin pneumatique ISO 6432"
INT-02513,2024-03-10,PMP-002,Panne Mécanique,26.0.00,Céline Lefebvre,Contacteur LC1D09 - Huile ISO VG 68
INT-02514,2024-11-02,CVY-003,Défaut Lubrification,1.00,Julie Moreau,Câble 3G2.5
INT-02515,2024-08-31,MOT-001,Usure Normale,22.00,Celine Lefebvre,Capteur inductif M12
INT-02516,2024-05-23,CVY-003,Vibrations Anormales,26.25,Marie Simon,"Vérin pneumatique ISO 6432, Joint torique NBR 40x3"
INT-02517,2024-06-04,MOT-001,Défaut Capteur,33.50,Alexandre Petit,"Contacteur LC1D09, Capteur inductif M12, Disjoncteur C16"
INT-02518,2024-05-24,MOT-002,Fuite,23.75,Sophie Bernard,"Huile ISO VG 68, Disjoncteur C16"
INT-02519,2024-05-12,CNC-003,Vibrations Anormales,6.75,Martin Dupont,Câble 3G2.5
INT-02520,2024-08-18,CMP-010,Panne Mécanique,39:00,Pierre Rodriguez,"Variateur ATV320, Contacteur LC1D09"
INT-02521,2024-11-26,MOT-006,Défaut Capteur,2.25,Thomas Laurent,Contacteur LC1D09
INT-02522,2024-01-31,MOT-005,Défaut Capteur,33h15,RODRIGUEZ,
INT-02523,2024-06-22,CNC-007,Défaut Lubrification,36.75,Céline Lefebvre,"Roulement SKF 6205, Filtre hydraulique HF35"
INT-02524,2024-05-16,PMP-008,Surchauffe,41.25,Thomas Laurent,"Vérin pneumatique ISO 6432, Relais temporisé, Courroie HTD 800-8M"
INT-02525,2024-08-21,MOT-010,Panne Hydraulique,2.25,Alexandre Petit,"Graisse lithium NLGI 2, Fusible 10A"
INT-02526,2024-06-04,MOT-009,Surchauffe,22.25,Martin Dupont,"Courroie HTD 800-8M, Huile ISO VG 68"
INT-02527,2024-06-19,MOT-010,surchauffe,37.25,Sophie Bernard,"Joint torique NBR 40x3, Courroie HTD 800-8M"
INT-02528,2024-02-14,PMP-007,Défaut Lubrification,12.75,I. Garcia,Disjoncteur C16
INT-02529,2024-05-06,CMP-006,Vibrations Anormales,6.00,Thomas Laurent,Vérin pneumatique ISO 6432
INT-02530,2024-07-03,CNC-007,Vibrations Anormales,45 heures 45 min,Sophie Bernard,"Disjoncteur C16, Graisse lithium NLGI 2"
INT-02531,2024-12-05,CVY-007,Panne Hydraulique,44.00,Thomas Laurent,"Courroie HTD 800-8M, Disjoncteur C16"
INT-02532,2024-07-30,PMP-002,Panne Électrique,4.25,Céline Lefebvre,Courroie HTD 800-8M
INT-02533,2024-11-22,CVY-004,Fuite,0.00,Alexandre Petit,Huile ISO VG 68
INT-02534,2024-06-19,PMP-002,Usure normale,19.00,Céline Lefebvre,Fusible 10A
INT-02535,2024-12-24,MOT-002,Défaut Capteur,45.00,Pierre Rodriguez,Filtre hydraulique HF35
INT-02536,2024-04-08,CVY-004,Panne Pneumatique,15.75,Marie Simon,Joint torique NBR 40x3
INT-02537,25.08.2024,CMP-005,Fuite,0.50,Nicolas Michel,Courroie HTD 800-8M
INT-02538,2024-12-11,CMP-010,Fuite,31.00,Marie Simon,Filtre hydraulique HF35
INT-02539,2024-06-28,CMP-009,Panne Électrique,38.75,Julie Moreau,Relais temporisé
INT-02540,2024-12-07,CMP-004,Panne Électrique,1.50,A. PETIT,"Variateur ATV320, Fusible 10A"
INT-02541,2024-06-18,MOT-006,Défaut capteur,10.00,Isabelle Garcia,
INT-02542,2024-03-18,CMP-002,Usure Normale,22.75,Isabelle Garcia,Filtre hydraulique HF35
INT-02543,2024-08-08,CVY-005,Usure Normale,4.50,Isabelle Garcia,Graisse lithium NLGI 2
INT-02544,2024-05-31,CVY-009,Défaut Capteur,46.50,I. Garcia,-
INT-02545,2024-05-14,CMP-001,Panne Mécanique,27.00,N.Michel,"Variateur ATV320, Huile ISO VG 68"
INT-02546,2024-09-06,CVY-003,Usure Normale,39.75,Julie Moreau,"Relais temporisé, Contacteur LC1D09"
INT-02547,2024-08-01,PMP-003,Fuite,27.75,Julie Moreau,
INT-02548,2024-06-01,CNC-005,Usure Normale,37.00,Marie Simon,
INT-02549,2024-04-27,PMP-010,Fuite,25.25,Julie Moreau,Huile ISO VG 68
INT-02550,2024-08-11,CNC-007,Panne Mécanique,12.50,T.Laurent,
INT-02551,2024-03-25,PMP-004,Défaut Capteur,28.25,Alexandre Petit,"Variateur ATV320, Joint torique NBR 40x3"
INT-02552,2024-02-18,CNC-002,Panne Pneumatique,31.25,S.Bernard,"Fusible 10A, Disjoncteur C16, Variateur ATV320"
INT-02553,2024-04-09,CNC-002,Usure Normale,25.00,Céline Lefebvre,"Graisse lithium NLGI 2, Disjoncteur C16"
INT-02554,2024-06-03,CNC-009,Défaut Capteur,16.50,Thomas Laurent,-
INT-02555,2024-03-09,MOT-006,Usure Normale,40.00,Marie Simon,"Fusible 10A, Disjoncteur C16"
INT-02556,2024-02-20,CMP-006,Fuite,48.00,Céline Lefebvre,Joint torique NBR 40x3
INT-02557,2024-08-01,PMP-003,Défaut Capteur,43.00,Nicolas Michel,-
INT-02558,2024-02-06,PMP-007,panne pneumatique,0.25,Thomas Laurent,"Filtre hydraulique HF35, Electrovanne 5/2, Vérin pneumatique ISO 6432"
INT-02559,2024-05-20,MOT-006,Fuite,27.25,Pierre Rodriguez,
INT-02560,2024-06-23,CMP-007,Usure Normale,14.00,N.Michel,"Vérin pneumatique ISO 6432, Capteur inductif M12"
INT-02561,05.08.2024,PMP-009,Usure Normale,28.75,Pierre Rodriguez,Joint torique NBR 40x3
INT-02562,2024-07-25,PMP-006,Surchauffe,9.00,Marie SIMON,Vérin pneumatique ISO 6432
INT-02563,2024-09-05,MOT-003,Vibrations Anormales,12.00,Marie Simon,Huile ISO VG 68
INT-02564,2024-08-25,PMP-008,Panne Mécanique,21.2,Martin Dupont,"Contacteur LC1D09, Joint torique NBR 40x3, Capteur inductif M12"
INT-02565,2024-05-10,PMP-005,Panne Hydraulique,28.25,Martin Dupont,Câble 3G2.5
INT-02566,2024-04-03,CVY-005,surchauffe,31.25,Nicolas Michel,"Electrovanne 5/2, Contacteur LC1D09"
INT-02567,2024-06-09,CNC-007,Panne Électrique,23.50,Martin Dupont,"Roulement SKF 6205, Vérin pneumatique ISO 6432"
INT-02568,2024-03-18,CVY-002,Vibrations Anormales,23.00,Martin Dupont,Fusible 10A
INT-02569,2024-03-14,PMP-001,Défaut Lubrification,18.50,Pierre Rodriguez,"Roulement SKF 6205, Fusible 10A"
INT-02570,2024-05-17,CVY-004,surchauffe,31 heures 0 min,Alexandre Petit,"Electrovanne 5/2, Capteur inductif M12"
INT-02571,2024-10-04,CMP-007,Défaut Capteur,25.75,M. Dupont,Roulement SKF 6205
INT-02572,2024-03-03,CVY-007,Surchauffe,39.00,Alexandre Petit,Courroie HTD 800-8M
INT-02573,2024-07-28,CNC-007,Fuite,13.50,Marie Simon,
INT-02574,2024-06-26,MOT-007,Panne Électrique,0.50,Sophie Bernard,"Graisse lithium NLGI 2, Courroie HTD 800-8M, Huile ISO VG 68"
INT-02575,2024-02-08,MOT-001,Usure Normale,7.00,Julie Moreau,Contacteur LC1D09
INT-02576,2024-02-17,CNC-005,Panne Hydraulique,37.50,Alexandre Petit,-
INT-02577,2024-04-17,MOT-002,Panne Électrique,16.00,Julie Moreau,Graisse lithium NLGI 2
INT-02578,2024-08-09,CNC-001,Usure Normale,30.00,Nicolas Michel,"Disjoncteur C16, Câble 3G2.5"
INT-02579,2024-02-06,PMP-001,Surchauffe,31.25,Isabelle Garcia,-
INT-02580,2024-07-06,CNC-002,Panne Électrique,36.75,Julie Moreau,Fusible 10A
INT-02581,03-10-2024,CMP-005,Fuite,47.50,Marie Simon,"Disjoncteur C16, Joint torique NBR 40x3"
INT-02582,2024-08-06,CMP-001,Surchauffe,41.0.00,Pierre Rodriguez,Aucune
INT-02583,2024-11-20,MOT-009,Usure normale,20.50,Nicolas Michel,"Fusible 10A, Contacteur LC1D09"
INT-02584,2024-07-25,CVY-004,Fuite,43.50,Pierre Rodriguez,
INT-02585,2024-09-18,CVY-009,Vibrations Anormales,39.75,Thomas Laurent,"Vérin pneumatique ISO 6432, Huile ISO VG 68"
INT-02586,2024-01-06,MOT-007,Panne Électrique,8.25,A. PETIT,"Electrovanne 5/2, Graisse lithium NLGI 2, Fusible 10A"
INT-02587,2024-12-07,MOT-004,Défaut Capteur,27.50,Céline Lefebvre,"Capteur inductif M12, Relais temporisé, Vérin pneumatique ISO 6432"
INT-02588,2024-07-04,CNC-004,Défaut Lubrification,18.50,Pierre Rodriguez,"Variateur ATV320, Filtre hydraulique HF35, Capteur inductif M12"
INT-02589,2024-03-23,CMP-002,Surchauffe,27.00,Celine Lefebvre,"Câble 3G2.5, Variateur ATV320"
INT-02590,2024-12-11,MOT-004,Vibrations Anormales,34 heures 45 min,Sophie Bernard,"Huile ISO VG 68, Vérin pneumatique ISO 6432, Contacteur LC1D09"
INT-02591,2024-11-30,PMP-001,Panne Électrique,27.75,Alexandre Petit,Disjoncteur C16
INT-02592,2024-01-25,MOT-005,Usure Normale,24.50,Alexandre Petit,
INT-02593,2024-05-02,CVY-008,,14.75,Isabelle Garcia,Relais temporisé
INT-02594,2024-04-02,MOT-002,Défaut Capteur,41.50,Céline Lefebvre,"Graisse lithium NLGI 2, Joint torique NBR 40x3"
INT-02595,2024-06-13,CNC-005,Fuite,10.00,Nicolas Michel,"Huile ISO VG 68, Câble 3G2.5"
INT-02596,2024-10-28,CVY-002,Vibrations Anormales,44.50,Sophie Bernard,"Relais temporisé, Câble 3G2.5"
INT-02597,2024-03-25,PMP-003,Surchauffe,12.75,A. PETIT,-
INT-02598,2024-04-04,CMP-002,Fuite,13.25,Céline Lefebvre,"Graisse lithium NLGI 2, Huile ISO VG 68, Variateur ATV320"
INT-02599,2024-12-22,PMP-004,Panne Pneumatique,22.75,Marie Simon,Joint torique NBR 40x3
INT-02600,2024-06-07,CNC-009,Panne Électrique,29.75,Marie Simon,"Fusible 10A, Filtre hydraulique HF35, Huile ISO VG 68"
INT-02601,2024-08-31,PMP-002,Panne Hydraulique,13.75,Sophie Bernard,Courroie HTD 800-8M
INT-02602,2024-07-24,MOT-002,Surchauffe,1.50,Isabelle Garcia,Câble 3G2.5
INT-02603,2024-12-06,CVY-006,Défaut Capteur,19.00,Nicolas Michel,"Electrovanne 5/2, Capteur inductif M12"
INT-02604,2024-01-24,CVY-010,Défaut Capteur,15.75,Marie SIMON,"Filtre hydraulique HF35, Variateur ATV320"
INT-02605,2024-01-02,CMP-003,Panne Pneumatique,3.75,julie moreau,
INT-02606,2024-03-15,MOT-001,Panne Mécanique,22.75,N.Michel,Filtre hydraulique HF35
INT-02607,2024-04-01,PMP-008,Usure Normale,19.00,Martin Dupont,"Disjoncteur C16, Roulement SKF 6205, Electrovanne 5/2"
INT-02608,2024-08-21,PMP-009,Défaut Capteur,32.25,Pierre Rodriguez,"Vérin pneumatique ISO 6432, Huile ISO VG 68"
INT-02609,2024-07-17,CVY-002,panne pneumatique,23h15,Sophie Bernard,"Courroie HTD 800-8M, Capteur inductif M12"
INT-02610,2024-01-10,CNC-007,Panne Électrique,12.25,Céline Lefebvre,"Huile ISO VG 68, Capteur inductif M12"
INT-02611,2024-08-09,CVY-009,Défaut Lubrification,11.75,A. PETIT,"Contacteur LC1D09, Relais temporisé"
INT-02612,2024-05-22,PMP-004,Usure Normale,9.75,Marie SIMON,Relais temporisé
INT-02613,2024-05-17,CMP-004,Défaut Capteur,11.00,Isabelle Garcia,Courroie HTD 800-8M
INT-02614,2024-02-10,PMP-004,Défaut Capteur,40.25,Céline Lefebvre,-
INT-02615,2024-03-02,CMP-008,Vibrations Anormales,10.00,Martin Dupont,N/A
INT-02616,2024-04-26,CNC-005,Panne Pneumatique,17.25,Sophie Bernard,"Contacteur LC1D09, Relais temporisé"
INT-02617,2024-01-31,CMP-006,Def. Lubrification,32.75,T.Laurent,Capteur inductif M12
INT-02618,2024-06-27,CNC-006,Vibrations Anormales,25h00,Martin Dupont,Huile ISO VG 68 | Fusible 10A
INT-02619,2024-11-18,CVY-009,Panne Pneumatique,18.00,Alexandre Petit,Capteur inductif M12
INT-02620,2024-01-16,CNC-004,Usure Normale,47:45,Julie Moreau,Disjoncteur C16
INT-02621,2024-11-09,PMP-009,Panne Electrique,28.00,Martin Dupont,Joint torique NBR 40x3
INT-02622,2024-06-21,MOT-006,Usure Normale,32.50,Thomas Laurent,Fusible 10A
INT-02623,2024-10-12,MOT-001,Panne Électrique,47.0.50,Martin Dupont,"Joint torique NBR 40x3, Capteur inductif M12"
INT-02624,2024-08-30,CVY-008,Défaut Capteur,29.25,Nicolas Michel,"Contacteur LC1D09, Vérin pneumatique ISO 6432"
INT-02625,2024-10-14,CVY-009,Panne Hydraulique,36.50,Céline Lefebvre,Relais temporisé
INT-02626,2024-12-22,CVY-004,,45.50,Isabelle Garcia,
INT-02627,2024-06-17,PMP-009,Panne Hydraulique,6.75,Martin Dupont,Vérin pneumatique ISO 6432
INT-02628,2024-03-04,CMP-009,Panne Hydraulique,46.75,Alexandre Petit,"Disjoncteur C16, Joint torique NBR 40x3, Graisse lithium NLGI 2"
INT-02629,2024-08-28,CMP-008,Panne Électrique,34.25,Alexandre Petit,Fusible 10A
INT-02630,2024-09-20,CVY-001,Fuite,38.75,Sophie Bernard,"Filtre hydraulique HF35, Joint torique NBR 40x3"
INT-02631,2024-10-31,CVY-010,Fuite,7.75,Sophie Bernard,Roulement SKF 6205
INT-02632,2024-01-29,CNC-007,Panne Hydraulique,9.75,Martin Dupont,
INT-02633,2024-01-01,CVY-008,Panne Électrique,30.00,Isabelle Garcia,"Courroie HTD 800-8M, Fusible 10A, Joint torique NBR 40x3"
INT-02634,01-09-2024,CMP-001,Défaut Lubrification,10.0.25,Céline Lefebvre,Huile ISO VG 68
INT-02635,2024-06-02,PMP-008,Panne Électrique,4.75,Marie Simon,Electrovanne 5/2
INT-02636,2024-11-11,CMP-001,Vibrations Anormales,12.50,Alexandre Petit,Relais temporisé
INT-02637,2024-05-25,PMP-003,Vibrations Anormales,48.25,Isabelle Garcia,-
INT-02638,2024-10-19,CVY-010,Panne Électrique,9.75,Thomas Laurent,"Vérin pneumatique ISO 6432, Huile ISO VG 68, Câble 3G2.5"
INT-02639,2024-06-10,CMP-006,Panne Électrique,22.75,Nicolas Michel,Câble 3G2.5
INT-02640,2024-02-11,CVY-002,Défaut Capteur,4.75,Isabelle Garcia,Filtre hydraulique HF35
INT-02641,2024-11-11,CMP-010,Surchauffe,15.00,Sophie Bernard,"Capteur inductif M12, Joint torique NBR 40x3, Câble 3G2.5"
INT-02642,2024-06-27,CMP-003,Panne Pneumatique,22.00,Marie Simon,Huile ISO VG 68
INT-02643,2024-03-09,CMP-009,Défaut Capteur,2.00,Alexandre Petit,"Relais temporisé, Disjoncteur C16"
INT-02644,2024-08-27,CNC-006,Panne Pneumatique,46.25,RODRIGUEZ,Electrovanne 5/2
INT-02645,2024-04-17,CMP-003,Défaut Capteur,19.75,Julie Moreau,Graisse lithium NLGI 2
INT-02646,2024-10-03,CVY-006,Panne Électrique,0.75,Alexandre Petit,Câble 3G2.5
INT-02647,2024-10-18,PMP-010,panne pneumatique,14.75,Pierre Rodriguez,
INT-02648,2024-11-16,PMP-001,Panne Électrique,20.50,N.Michel,"Courroie HTD 800-8M, Contacteur LC1D09, Roulement SKF 6205"
INT-02649,2024-04-25,CVY-005,Surchauffe,47.50,Pierre Rodriguez,"Disjoncteur C16, Fusible 10A"
INT-02650,2024-09-23,CVY-010,surchauffe,35.50,RODRIGUEZ,"Filtre hydraulique HF35, Graisse lithium NLGI 2"
INT-02651,2024-06-26,PMP-009,Panne Hydraulique,9.50,Julie Moreau,Graisse lithium NLGI 2
INT-02652,2024-05-21,MOT-006,Surchauffe,7.25,Céline Lefebvre,Joint torique NBR 40x3
INT-02653,2024-05-15,PMP-010,surchauffe,2.0.25,I. Garcia,"Variateur ATV320, Roulement SKF 6205"
INT-02654,2024-10-05,CNC-003,Défaut Lubrification,40.25,A. PETIT,"Graisse lithium NLGI 2, Joint torique NBR 40x3"
INT-02655,2024-03-01,MOT-004,Panne Hydraulique,32.25,Thomas Laurent,"Joint torique NBR 40x3, Graisse lithium NLGI 2, Huile ISO VG 68"
INT-02656,2024-03-14,PMP-005,PANNE HYDRAULIQUE,19.25,Julie Moreau,Joint torique NBR 40x3
INT-02657,2024-08-31,CNC-004,Panne Electrique,41.50,Thomas Laurent,Disjoncteur C16
INT-02658,2024-12-11,MOT-001,Défaut Capteur,26.75,Marie Simon,Contacteur LC1D09
INT-02659,2024-03-31,CVY-004,Usure Normale,7.00,Julie Moreau,Courroie HTD 800-8M
INT-02660,2024-02-20,PMP-005,Usure Normale,11.75,Pierre Rodriguez,"Electrovanne 5/2, Joint torique NBR 40x3"
INT-02661,16.02.2024,MOT-010,Défaut Capteur,44.50,Céline Lefebvre,N/A
